sublineage,time,mean,upper,lower,time_correct,year,upper_log,lower_log,log
other,34246.54622,8118868.307726775,7.12E+07,2363021.083,318.9397672,1701.060233,7.852479994,6.373467596,6.909495497
other,34892.70747,8120615.60158589,7.17E+07,2357546.667,324.9409285,1695.059071,7.855519156,6.372460298,6.909588953
other,35538.86872,8118698.76371435,7.24E+07,2351905.913,330.9908798,1689.00912,7.859738566,6.371419944,6.909486428
other,36185.02997,8116097.727493551,7.27E+07,2349747.648,336.9920411,1683.007959,7.861534411,6.371021224,6.909347268
other,36831.19122,8121858.393161954,7.40E+07,2337454.308,342.9932023,1677.006798,7.86923172,6.36874313,6.909655413
other,37477.35246,8122073.581122313,7.52E+07,2330960.28,349.0431536,1670.956846,7.876217841,6.367534873,6.90966692
other,38123.51371,8120615.60158589,7.62E+07,2329930.075,355.0443149,1664.955685,7.881954971,6.367342887,6.909588953
other,38769.67496,8127438.417764192,7.68E+07,2324806.618,361.0454762,1658.954524,7.88536122,6.366386833,6.909953687
other,39415.83621,8127438.417764192,7.80E+07,2320249.765,367.0954274,1652.904573,7.892094603,6.365534737,6.909953687
other,40061.99746,8120615.60158589,7.85E+07,2314745.016,373.0965887,1646.903411,7.894869657,6.364503158,6.909588953
other,40708.15871,8118497.580050913,7.89E+07,2310711.903,379.09775,1640.90225,7.897077003,6.363745801,6.909475666
other,41354.31996,8112963.829027108,7.95E+07,2306671.432,385.1477012,1634.852299,7.900367129,6.362985737,6.90917954
other,42000.48121,8098565.121326595,8.03E+07,2301688.576,391.1488625,1628.851138,7.904715545,6.362046562,6.908408079
other,42646.64246,8097702.411200012,8.08E+07,2287340.479,397.1500238,1622.849976,7.907411361,6.359330816,6.908361812
other,43292.80371,8092963.494604248,8.11E+07,2287340.479,403.199975,1616.800025,7.909020854,6.359330816,6.908107581
other,43938.96496,8082900.837059275,8.14E+07,2286764.61,409.2011363,1610.798864,7.910624405,6.359221462,6.907567251
other,44585.12621,8082507.265366599,8.20E+07,2279448.188,415.2022976,1604.797702,7.913813852,6.357829725,6.907546104
other,45231.28746,8075472.884081993,8.30E+07,2268027.613,421.2522488,1598.747751,7.919078092,6.355648338,6.907167963
other,45877.44871,8070206.135623871,8.42E+07,2262359.163,427.2534101,1592.74659,7.925312091,6.354561553,6.906884628
other,46523.60996,8065467.393337203,8.57E+07,2252368.131,433.2545714,1586.745429,7.932980822,6.352639374,6.90662954
other,47169.77121,8062463.340473043,8.60E+07,2249552.042,439.3045226,1580.695477,7.934498451,6.352096045,6.906467753
other,47815.93246,8055307.419454098,8.68E+07,2230875.807,445.3056839,1574.694316,7.938519725,6.348475394,6.906082119
other,48462.0937,8052162.105627516,8.72E+07,2218897.457,451.3068452,1568.693155,7.940516485,6.346137232,6.905912509
other,49108.25495,8057174.989094306,8.81E+07,2201310.374,457.3567964,1562.643204,7.944975908,6.34268128,6.906182796
other,49754.4162,8052162.105627516,8.91E+07,2177722.05,463.3579577,1556.642042,7.949877704,6.338002448,6.905912509
other,50400.57745,8047157.521667842,9.04E+07,2158144.577,469.359119,1550.640881,7.95616843,6.334080535,6.905642503
other,51046.7387,8045196.757472281,9.10E+07,2121555.203,475.4090702,1544.59093,7.959041392,6.326654337,6.90553667
other,51692.89995,8045015.885949501,9.14E+07,2084605.469,481.4102315,1538.589768,7.960946196,6.319023873,6.905526906
other,52339.0612,8045015.885949501,9.16E+07,2037098.616,487.4113928,1532.588607,7.961895474,6.309012054,6.905526906
other,52985.22245,8042293.814653422,9.22E+07,2012562.727,493.461344,1526.538656,7.964730921,6.303749425,6.905379935
other,53631.3837,8041826.418039562,9.30E+07,1956595.581,499.4625053,1520.537495,7.968482949,6.291501068,6.905354695
other,54277.54495,8033695.123430317,9.33E+07,1895878.598,505.4636666,1514.536333,7.969881644,6.277810524,6.904915346
other,54923.7062,8031605.823387237,9.35E+07,1825290.027,511.5136178,1508.486382,7.970811611,6.261331881,6.904802386
other,55569.86745,8031605.823387237,9.36E+07,1727667.087,517.5147791,1502.485221,7.971275849,6.23746006,6.904802386
other,56216.0287,8029011.341593902,9.40E+07,1635052.129,523.5159404,1496.48406,7.973127854,6.213531603,6.904662071
other,56862.18995,8033108.219146532,9.43E+07,1475925.918,529.5658916,1490.434108,7.974511693,6.169064559,6.904883618
other,57508.3512,8033302.157506947,9.53E+07,1375390.266,535.5670529,1484.432947,7.979092901,6.138425946,6.904894102
other,58154.51245,8026722.158403439,9.55E+07,1284582.786,541.5682142,1478.431786,7.980003372,6.108762098,6.90453823
other,58800.67369,8030859.290260889,9.63E+07,1192333.714,547.6181655,1472.381835,7.983626287,6.076397824,6.904762017
other,59446.83494,8025359.891916736,9.75E+07,1073022.804,553.6193267,1466.380673,7.989004616,6.030608952,6.904464517
other,60092.99619,8020195.872103398,9.83E+07,1016143.344,559.669278,1460.330722,7.992553518,6.006954977,6.904184975
other,60739.15744,8012648.422071575,9.90E+07,972082.8501,565.6704393,1454.329561,7.995635195,5.987703281,6.903776087
other,61385.31869,8010106.772955273,9.92E+07,943199.1773,571.6716006,1448.328399,7.996511672,5.974603413,6.903638305
other,62031.47994,8009657.858660629,1.00E+08,881483.9199,577.7215518,1442.278448,8,5.945214394,6.903613965
other,62677.64119,8003909.151798406,1.01E+08,840409.8952,583.7227131,1436.277287,8.004321374,5.924491157,6.903302151
other,63323.80244,8001902.274462253,1.02E+08,814719.7605,589.7238744,1430.276126,8.008600172,5.91100825,6.903193243
other,63969.96369,NaN,NaN,NaN,595.7738256,1424.226174,NaN,NaN,NaN
